path,line,function,async,review_scope
networkly_connectors/networkly_connectors/mckinsey.py,40,_page,False,Inventory and module triage
networkly_connectors/networkly_connectors/mckinsey.py,47,_location,False,Inventory and module triage
networkly_connectors/networkly_connectors/mckinsey.py,61,_job_url,False,Inventory and module triage
networkly_connectors/networkly_connectors/mckinsey.py,70,_normalize,False,Inventory and module triage
networkly_connectors/networkly_connectors/mckinsey.py,81,fetch,False,Inventory and module triage
networkly_connectors/networkly_connectors/mckinsey.py,149,classify_url,False,Inventory and module triage
networkly_connectors/networkly_connectors/mckinsey.py,154,verify,False,Inventory and module triage
networkly_connectors/networkly_connectors/models.py,392,Connector.fetch,False,Inventory and module triage
networkly_connectors/networkly_connectors/models.py,394,Connector.verify,False,Inventory and module triage
networkly_connectors/networkly_connectors/oracle.py,127,_search,False,Inventory and module triage
networkly_connectors/networkly_connectors/oracle.py,161,_fetch_details,False,Inventory and module triage
networkly_connectors/networkly_connectors/oracle.py,199,_normalize,False,Inventory and module triage
networkly_connectors/networkly_connectors/oracle.py,220,fetch,False,Inventory and module triage
networkly_connectors/networkly_connectors/oracle.py,285,classify_url,False,Inventory and module triage
networkly_connectors/networkly_connectors/oracle.py,292,verify,False,Inventory and module triage
networkly_connectors/networkly_connectors/phenom.py,35,_payload,False,Inventory and module triage
networkly_connectors/networkly_connectors/phenom.py,48,_normalize,False,Inventory and module triage
networkly_connectors/networkly_connectors/phenom.py,63,fetch,False,Inventory and module triage
networkly_connectors/networkly_connectors/phenom.py,127,classify_url,False,Inventory and module triage
networkly_connectors/networkly_connectors/phenom.py,131,verify,False,Inventory and module triage
networkly_connectors/networkly_connectors/sitemap.py,68,_split_trailing_postal_code,False,Inventory and module triage
networkly_connectors/networkly_connectors/sitemap.py,85,register_sitemap,False,Inventory and module triage
networkly_connectors/networkly_connectors/sitemap.py,89,_rows,False,Inventory and module triage
networkly_connectors/networkly_connectors/sitemap.py,117,_sitemap_urls,False,Inventory and module triage
networkly_connectors/networkly_connectors/sitemap.py,125,fetch,False,Inventory and module triage
networkly_connectors/networkly_connectors/sitemap.py,165,classify_url,False,Inventory and module triage
networkly_connectors/networkly_connectors/sitemap.py,172,verify,False,Inventory and module triage
networkly_connectors/networkly_connectors/socgen.py,76,_location,False,Inventory and module triage
networkly_connectors/networkly_connectors/socgen.py,88,_token,False,Inventory and module triage
networkly_connectors/networkly_connectors/socgen.py,103,_query,False,Inventory and module triage
networkly_connectors/networkly_connectors/socgen.py,118,_normalize,False,Inventory and module triage
networkly_connectors/networkly_connectors/socgen.py,147,fetch,False,Inventory and module triage
networkly_connectors/networkly_connectors/socgen.py,202,classify_url,False,Inventory and module triage
networkly_connectors/networkly_connectors/socgen.py,206,verify,False,Inventory and module triage
networkly_connectors/networkly_connectors/successfactors.py,134,_text,False,Inventory and module triage
networkly_connectors/networkly_connectors/successfactors.py,139,_search_url,False,Inventory and module triage
networkly_connectors/networkly_connectors/successfactors.py,144,_stated_total,False,Inventory and module triage
networkly_connectors/networkly_connectors/successfactors.py,156,_parse,False,Inventory and module triage
networkly_connectors/networkly_connectors/successfactors.py,174,fetch,False,Inventory and module triage
networkly_connectors/networkly_connectors/successfactors.py,243,classify_url,False,Inventory and module triage
networkly_connectors/networkly_connectors/successfactors.py,250,verify,False,Inventory and module triage
networkly_connectors/networkly_connectors/talentgateway.py,55,_parse_page,False,Inventory and module triage
networkly_connectors/networkly_connectors/talentgateway.py,89,_fields,False,Inventory and module triage
networkly_connectors/networkly_connectors/talentgateway.py,93,_normalize,False,Inventory and module triage
networkly_connectors/networkly_connectors/talentgateway.py,107,fetch,False,Inventory and module triage
networkly_connectors/networkly_connectors/talentgateway.py,137,classify_url,False,Inventory and module triage
networkly_connectors/networkly_connectors/talentgateway.py,142,verify,False,Inventory and module triage
networkly_connectors/networkly_connectors/talentsoft.py,55,_normalize,False,Inventory and module triage
networkly_connectors/networkly_connectors/talentsoft.py,76,fetch,False,Inventory and module triage
networkly_connectors/networkly_connectors/talentsoft.py,110,classify_url,False,Inventory and module triage
networkly_connectors/networkly_connectors/talentsoft.py,114,verify,False,Inventory and module triage
networkly_connectors/networkly_connectors/talnet.py,166,_dmy_to_iso,False,Inventory and module triage
networkly_connectors/networkly_connectors/talnet.py,190,canonical_url,False,Inventory and module triage
networkly_connectors/networkly_connectors/talnet.py,194,_slug_title,False,Inventory and module triage
networkly_connectors/networkly_connectors/talnet.py,199,_text,False,Inventory and module triage
networkly_connectors/networkly_connectors/talnet.py,204,_parse_table,False,Inventory and module triage
networkly_connectors/networkly_connectors/talnet.py,229,_parse_cards,False,Inventory and module triage
networkly_connectors/networkly_connectors/talnet.py,268,_fetch_pages,False,Inventory and module triage
networkly_connectors/networkly_connectors/talnet.py,334,_location,False,Inventory and module triage
networkly_connectors/networkly_connectors/talnet.py,346,_normalize,False,Inventory and module triage
networkly_connectors/networkly_connectors/talnet.py,359,fetch,False,Inventory and module triage
networkly_connectors/networkly_connectors/talnet.py,405,classify_url,False,Inventory and module triage
networkly_connectors/networkly_connectors/talnet.py,412,verify,False,Inventory and module triage
networkly_connectors/networkly_connectors/workday.py,125,_deadline_from_description,False,Inventory and module triage
networkly_connectors/networkly_connectors/workday.py,145,_jobs_url,False,Inventory and module triage
networkly_connectors/networkly_connectors/workday.py,150,_fetch_page,False,Inventory and module triage
networkly_connectors/networkly_connectors/workday.py,156,_fetch_all,False,Inventory and module triage
networkly_connectors/networkly_connectors/workday.py,188,_is_transient_workday_error,False,Inventory and module triage
networkly_connectors/networkly_connectors/workday.py,213,_fetch_all_retrying,False,Inventory and module triage
networkly_connectors/networkly_connectors/workday.py,230,normalize_locations_text,False,Inventory and module triage
networkly_connectors/networkly_connectors/workday.py,270,_normalize,False,Inventory and module triage
networkly_connectors/networkly_connectors/workday.py,289,fetch,False,Inventory and module triage
networkly_connectors/networkly_connectors/workday.py,344,classify_url,False,Inventory and module triage
networkly_connectors/networkly_connectors/workday.py,406,_posting_available_from_page,False,Inventory and module triage
networkly_connectors/networkly_connectors/workday.py,420,verify,False,Inventory and module triage
networkly_domain/networkly_domain/cadence.py,412,_merged_params,False,Inventory and module triage
networkly_domain/networkly_domain/cadence.py,419,_target_window,False,Inventory and module triage
networkly_domain/networkly_domain/cadence.py,459,infer_region,False,Inventory and module triage
networkly_domain/networkly_domain/cadence.py,480,contact_region,False,Inventory and module triage
networkly_domain/networkly_domain/cadence.py,497,business_days_since,False,Inventory and module triage
networkly_domain/networkly_domain/cadence.py,511,_as_dt,False,Inventory and module triage
networkly_domain/networkly_domain/cadence.py,553,_as_date,False,Inventory and module triage
networkly_domain/networkly_domain/cadence.py,558,_touch_dt,False,Inventory and module triage
networkly_domain/networkly_domain/cadence.py,562,_firm_meta,False,Inventory and module triage
networkly_domain/networkly_domain/cadence.py,600,_coerce_tier,False,Inventory and module triage
networkly_domain/networkly_domain/cadence.py,613,_closing_soon,False,Inventory and module triage
networkly_domain/networkly_domain/cadence.py,651,due_actions,False,Inventory and module triage
networkly_domain/networkly_domain/cadence.py,785,due_actions.add,False,Inventory and module triage
networkly_domain/networkly_domain/cadence.py,1256,tasks_from_change,False,Inventory and module triage
networkly_domain/networkly_domain/cadence.py,1313,tasks_from_change.add,False,Inventory and module triage
networkly_domain/networkly_domain/cadence.py,1348,plan_task_write,False,Inventory and module triage
networkly_domain/networkly_domain/pipeline.py,262,TouchResult.__init__,False,Inventory and module triage
networkly_domain/networkly_domain/pipeline.py,276,ContactNotFound.__init__,False,Inventory and module triage
networkly_domain/networkly_domain/pipeline.py,282,_rank_case_sql,False,Inventory and module triage
networkly_domain/networkly_domain/pipeline.py,293,apply_touch,False,Inventory and module triage
networkly_domain/networkly_domain/pipeline.py,452,set_state,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,254,_merged_params,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,265,_clamp,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,269,_round1,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,277,_as_dt,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,313,_required_as_of,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,334,_days_between,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,340,_touch_order,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,358,_human_ago,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,372,_human_until,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,383,_inputs_hash,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,391,_band,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,401,_depth_level,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,440,_score_depth,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,444,_score_responsiveness,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,557,_score_recency,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,605,_seniority_from_role,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,622,_score_leverage,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,645,_contact_reason,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,726,score_contact,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,817,_score_network,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,845,_score_momentum,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,895,_next_firm_date,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,923,_score_timeline,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,989,_overlap,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,1005,relevant_regions,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,1026,resolve_firm_sponsors,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,1099,needs_sponsorship,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,1155,_score_structural,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,1161,_score_structural.comp,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,1192,_firm_reason,False,Inventory and module triage
networkly_domain/networkly_domain/scoring.py,1238,score_firm,False,Inventory and module triage
networkly_web/accounts/access.py,7,beta_enabled,False,Inventory and module triage
networkly_web/accounts/access.py,11,effective_plan,False,Inventory and module triage
networkly_web/accounts/access.py,18,has_individual_features,False,Inventory and module triage
networkly_web/accounts/access.py,22,sync_user_filter,False,Inventory and module triage
networkly_web/accounts/access.py,28,plan_label,False,Inventory and module triage
networkly_web/accounts/adapter.py,37,NetworklyAccountAdapter.is_open_for_signup,False,Inventory and module triage
networkly_web/accounts/adapter.py,42,NetworklyAccountAdapter.save_user,False,Inventory and module triage
networkly_web/accounts/adapter.py,47,NetworklyAccountAdapter.render_mail,False,Inventory and module triage
networkly_web/accounts/adapter.py,56,NetworklyAccountAdapter.add_message,False,Inventory and module triage
networkly_web/accounts/adapter.py,67,_deny_signup,False,Inventory and module triage
networkly_web/accounts/adapter.py,74,_verified_google_email,False,Inventory and module triage
networkly_web/accounts/adapter.py,92,NetworklySocialAccountAdapter._admission_email,False,Inventory and module triage
networkly_web/accounts/adapter.py,101,NetworklySocialAccountAdapter.pre_social_login,False,Inventory and module triage
networkly_web/accounts/adapter.py,111,NetworklySocialAccountAdapter.is_open_for_signup,False,Inventory and module triage
networkly_web/accounts/adapter.py,117,NetworklySocialAccountAdapter.save_user,False,Inventory and module triage
networkly_web/accounts/adapter.py,122,NetworklySocialAccountAdapter.save_user.create_user,False,Inventory and module triage
networkly_web/accounts/admin.py,124,BetaInvitationForm.clean_email,False,Inventory and module triage
networkly_web/accounts/admin.py,137,BetaInvitationAdmin.has_delete_permission,False,Inventory and module triage
networkly_web/accounts/admin.py,140,BetaInvitationAdmin.has_change_permission,False,Inventory and module triage
networkly_web/accounts/admin.py,143,BetaInvitationAdmin.get_fields,False,Inventory and module triage
networkly_web/accounts/admin.py,146,BetaInvitationAdmin.get_readonly_fields,False,Inventory and module triage
networkly_web/accounts/admin.py,149,BetaInvitationAdmin.changeform_view,False,Inventory and module triage
networkly_web/accounts/admin.py,156,BetaInvitationAdmin.save_model,False,Inventory and module triage
networkly_web/accounts/apps.py,8,AccountsConfig.ready,False,Inventory and module triage
networkly_web/accounts/beta.py,34,normalize_email,False,Inventory and module triage
networkly_web/accounts/beta.py,40,email_fingerprint,False,Inventory and module triage
networkly_web/accounts/beta.py,44,beta_limit,False,Inventory and module triage
networkly_web/accounts/beta.py,49,registry_lock,False,Inventory and module triage
networkly_web/accounts/beta.py,58,_existing_users,False,Inventory and module triage
networkly_web/accounts/beta.py,62,capacity_status,False,Inventory and module triage
networkly_web/accounts/beta.py,70,_snapshot_existing_users,False,Inventory and module triage
networkly_web/accounts/beta.py,85,validate_invitation,False,Inventory and module triage
networkly_web/accounts/beta.py,99,invite_emails,False,Inventory and module triage
networkly_web/accounts/beta.py,115,check_admission,False,Inventory and module triage
networkly_web/accounts/beta.py,135,claim_invitation,False,Inventory and module triage
networkly_web/accounts/beta.py,150,anonymize_user_seats,False,Inventory and module triage
networkly_web/accounts/forms.py,147,affiliation_is_long,False,Inventory and module triage
networkly_web/accounts/forms.py,152,affiliation_lines,False,Inventory and module triage
networkly_web/accounts/forms.py,189,_stale_cycle_label,False,Inventory and module triage
networkly_web/accounts/forms.py,239,known_timezones,False,Inventory and module triage
networkly_web/accounts/forms.py,254,timezone_choices,False,Inventory and module triage
networkly_web/accounts/forms.py,394,ProfileForm.__init__,False,Inventory and module triage
networkly_web/accounts/forms.py,448,ProfileForm.clean_avatar,False,Inventory and module triage
networkly_web/accounts/forms.py,517,ProfileForm.from_user,False,Inventory and module triage
networkly_web/accounts/forms.py,553,ProfileForm.clean_school_emails,False,Inventory and module triage
networkly_web/accounts/forms.py,611,ProfileForm.affiliation_word_max,False,Inventory and module triage
networkly_web/accounts/forms.py,617,ProfileForm.affiliation_long_note,False,Inventory and module triage
networkly_web/accounts/forms.py,621,ProfileForm.shape_report,False,Inventory and module triage
networkly_web/accounts/forms.py,642,ProfileForm.saved_long_ties,False,Inventory and module triage
networkly_web/accounts/forms.py,660,ProfileForm.saved_shape_token,False,Inventory and module triage
networkly_web/accounts/forms.py,672,ProfileForm.clean_affiliations,False,Inventory and module triage
networkly_web/accounts/forms.py,701,ProfileForm.clean_timezone,False,Inventory and module triage
networkly_web/accounts/forms.py,714,ProfileForm.apply_to,False,Inventory and module triage
networkly_web/accounts/forms.py,761,ProfileForm.apply_to.remove_unreferenced_avatar,False,Inventory and module triage
networkly_web/accounts/forms.py,797,SectionForm.from_user,False,Inventory and module triage
networkly_web/accounts/forms.py,802,SectionForm.initial_for,False,Inventory and module triage
networkly_web/accounts/forms.py,805,SectionForm.apply_to,False,Inventory and module triage
networkly_web/accounts/forms.py,826,WorkAuthorizationForm.__init__,False,Inventory and module triage
networkly_web/accounts/forms.py,853,WorkAuthorizationForm.initial_for,False,Inventory and module triage
networkly_web/accounts/forms.py,861,WorkAuthorizationForm.rows,False,Inventory and module triage
networkly_web/accounts/forms.py,865,WorkAuthorizationForm.apply_to,False,Inventory and module triage
networkly_web/accounts/forms.py,967,DefaultingRadioSelect.__init__,False,Inventory and module triage
networkly_web/accounts/forms.py,971,DefaultingRadioSelect.format_value,False,Inventory and module triage
networkly_web/accounts/forms.py,976,DefaultingRadioSelect.create_option,False,Inventory and module triage
networkly_web/accounts/forms.py,1036,CadenceForm.__init__,False,Inventory and module triage
networkly_web/accounts/forms.py,1092,CadenceForm.initial_for,False,Inventory and module triage
networkly_web/accounts/forms.py,1125,CadenceForm.rows,False,Inventory and module triage
networkly_web/accounts/forms.py,1161,CadenceForm.apply_to,False,Inventory and module triage
networkly_web/accounts/forms.py,1221,WeeklyPaceForm.initial_for,False,Inventory and module triage
networkly_web/accounts/forms.py,1224,WeeklyPaceForm.apply_to,False,Inventory and module triage
networkly_web/accounts/forms.py,1261,NotificationsForm.initial_for,False,Inventory and module triage
networkly_web/accounts/forms.py,1264,NotificationsForm.apply_to,False,Inventory and module triage
networkly_web/accounts/management/commands/beta_invite.py,12,Command.add_arguments,False,Inventory and module triage
networkly_web/accounts/management/commands/beta_invite.py,15,Command.handle,False,Inventory and module triage
networkly_web/accounts/management/commands/generate_vapid_keys.py,34,Command.handle,False,Inventory and module triage
networkly_web/accounts/management/commands/pro_trial_expire.py,78,Command.handle,False,Inventory and module triage
networkly_web/accounts/management/commands/seed_demo.py,59,demo_cycle,False,Inventory and module triage
networkly_web/accounts/management/commands/seed_demo.py,93,Command.handle,False,Inventory and module triage
networkly_web/accounts/management/commands/seed_demo.py,143,Command.handle.contact,False,Inventory and module triage
networkly_web/accounts/management/commands/seed_demo.py,156,Command.handle.touch,False,Inventory and module triage
networkly_web/accounts/management/commands/send_deadline_push_alerts.py,82,_local_today,False,Inventory and module triage
networkly_web/accounts/management/commands/send_deadline_push_alerts.py,99,_due_rows,False,Inventory and module triage
networkly_web/accounts/management/commands/send_deadline_push_alerts.py,131,_notification_text,False,Inventory and module triage
networkly_web/accounts/management/commands/send_deadline_push_alerts.py,143,Command.add_arguments,False,Inventory and module triage
networkly_web/accounts/management/commands/send_deadline_push_alerts.py,156,Command.handle,False,Inventory and module triage
networkly_web/accounts/middleware.py,34,activate_for_user,False,Inventory and module triage
networkly_web/accounts/middleware.py,68,TimezoneMiddleware.__init__,False,Inventory and module triage
networkly_web/accounts/middleware.py,71,TimezoneMiddleware.__call__,False,Inventory and module triage
networkly_web/accounts/models.py,74,UserManager._create_user,False,Inventory and module triage
networkly_web/accounts/models.py,83,UserManager.create_user,False,Inventory and module triage
networkly_web/accounts/models.py,88,UserManager.create_superuser,False,Inventory and module triage
networkly_web/accounts/models.py,305,User.__str__,False,Inventory and module triage
networkly_web/accounts/models.py,308,User.save,False,Inventory and module triage
networkly_web/accounts/models.py,354,PushSubscription.__str__,False,Inventory and module triage
networkly_web/accounts/models.py,359,BetaInvitationQuerySet.delete,False,Inventory and module triage
networkly_web/accounts/models.py,387,BetaInvitation.__str__,False,Inventory and module triage
networkly_web/accounts/models.py,390,BetaInvitation.delete,False,Inventory and module triage
networkly_web/accounts/models.py,396,preserve_deleted_beta_seat,False,Inventory and module triage
networkly_web/accounts/onboarding_preview.py,51,_campus,False,Inventory and module triage
networkly_web/accounts/onboarding_preview.py,65,read_answers,False,Inventory and module triage
networkly_web/accounts/onboarding_preview.py,131,_matching,False,Inventory and module triage
networkly_web/accounts/onboarding_preview.py,182,_narrowed_by,False,Inventory and module triage
networkly_web/accounts/onboarding_preview.py,199,_phrase,False,Inventory and module triage
networkly_web/accounts/onboarding_preview.py,231,profile_preview,False,Inventory and module triage
networkly_web/accounts/onboarding_preview.py,336,work_preview,False,Inventory and module triage
networkly_web/accounts/onboarding_preview.py,415,firms_preview,False,Inventory and module triage
networkly_web/accounts/onboarding_preview.py,449,import_preview,False,Inventory and module triage
networkly_web/accounts/onboarding_preview.py,471,build,False,Inventory and module triage
networkly_web/accounts/push.py,71,is_allowed_endpoint,False,Inventory and module triage
networkly_web/accounts/push.py,104,is_configured,False,Inventory and module triage
networkly_web/accounts/push.py,111,send_notification,False,Inventory and module triage
networkly_web/accounts/services.py,71,sign_out_other_sessions,False,Inventory and module triage
networkly_web/accounts/services.py,102,set_target_firms,False,Inventory and module triage
networkly_web/accounts/services.py,155,_norm,False,Inventory and module triage
networkly_web/accounts/services.py,178,normalize_firm_name,False,Inventory and module triage
networkly_web/accounts/services.py,208,_build_column_map,False,Inventory and module triage
networkly_web/accounts/services.py,261,ImportResult.skipped,False,Inventory and module triage
networkly_web/accounts/services.py,264,ImportResult.as_stats,False,Inventory and module triage
networkly_web/accounts/services.py,276,_firm_lookup,False,Inventory and module triage
networkly_web/accounts/services.py,301,match_firm_text,False,Inventory and module triage
networkly_web/accounts/services.py,324,_guess_firm,False,Inventory and module triage
networkly_web/accounts/services.py,341,_group_unmatched_firms,False,Inventory and module triage
networkly_web/accounts/services.py,367,parse_contacts_csv,False,Inventory and module triage
networkly_web/accounts/services.py,494,import_contacts,False,Inventory and module triage
networkly_web/accounts/services.py,536,link_contacts_to_firm,False,Inventory and module triage
networkly_web/accounts/services.py,577,import_template_csv,False,Inventory and module triage
networkly_web/accounts/services.py,737,_firm_label,False,Inventory and module triage
networkly_web/accounts/services.py,741,_json_cell,False,Inventory and module triage
networkly_web/accounts/services.py,749,_dt,False,Inventory and module triage
networkly_web/accounts/services.py,764,_neutralise_tab_or_cr_lead,False,Inventory and module triage
networkly_web/accounts/services.py,783,_csv,False,Inventory and module triage
networkly_web/accounts/services.py,802,contacts_csv,False,Inventory and module triage
networkly_web/accounts/services.py,816,touches_csv,False,Inventory and module triage
networkly_web/accounts/services.py,836,firms_csv,False,Inventory and module triage
networkly_web/accounts/services.py,848,applications_csv,False,Inventory and module triage
networkly_web/accounts/services.py,874,tasks_csv,False,Inventory and module triage
networkly_web/accounts/services.py,888,play_dismissals_csv,False,Inventory and module triage
networkly_web/accounts/services.py,911,bench_dismissals_csv,False,Inventory and module triage
networkly_web/accounts/services.py,935,campaigns_csv,False,Inventory and module triage
networkly_web/accounts/services.py,953,campaign_contacts_csv,False,Inventory and module triage
networkly_web/accounts/services.py,975,contact_merges_csv,False,Inventory and module triage
networkly_web/accounts/services.py,999,contact_proposals_csv,False,Inventory and module triage
networkly_web/accounts/services.py,1020,application_events_csv,False,Inventory and module triage
networkly_web/accounts/services.py,1046,mail_facts_csv,False,Inventory and module triage
networkly_web/accounts/services.py,1068,autopilot_runs_csv,False,Inventory and module triage
networkly_web/accounts/services.py,1086,autopilot_decisions_csv,False,Inventory and module triage
networkly_web/accounts/services.py,1112,chat_debriefs_csv,False,Inventory and module triage
networkly_web/accounts/services.py,1130,fit_scores_csv,False,Inventory and module triage
networkly_web/accounts/services.py,1160,imports_csv,False,Inventory and module triage
networkly_web/accounts/services.py,1171,product_events_csv,False,Inventory and module triage
networkly_web/accounts/services.py,1182,calendar_events_csv,False,Inventory and module triage
networkly_web/accounts/services.py,1198,chat_folders_csv,False,Inventory and module triage
networkly_web/accounts/services.py,1203,chat_conversations_csv,False,Inventory and module triage
networkly_web/accounts/services.py,1214,chat_messages_csv,False,Inventory and module triage
networkly_web/accounts/services.py,1234,beta_invitation_csv,False,Inventory and module triage
networkly_web/accounts/services.py,1240,assistant_turns_csv,False,Inventory and module triage
networkly_web/accounts/services.py,1249,advisor_memories_csv,False,Inventory and module triage
